Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0010941~regulation of cell death	30	28.57142857142857	6.110051981842455E-9	GPI, COL18A1, TRIO, ARL6IP1, HBB, FOXO3, YBX3, RTN4, LGALS3, ZMAT3, TRIM2, SOX4, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, HBA2, HBA1, VEGFA, P2RX7, MELK, DDAH2, DLC1, DDIT4, BCL3, NUPR1, ANP32B, ANGPTL4	100	1509	16792	3.338369781312127	1.9173159489627167E-5	1.9173343119021623E-5	1.8806740000111077E-5
GOTERM_BP_ALL	GO:0010942~positive regulation of cell death	19	18.095238095238095	1.4178754012243812E-8	COL18A1, BNIP3L, EGLN3, TRIO, NTRK3, CAV1, IGFBP3, HBB, HBA2, HBA1, FOXO3, P2RX7, MELK, ZMAT3, DLC1, DDIT4, NUPR1, ANP32B, SOX4	100	607	16792	5.2561449752883025	4.449194075917262E-5	2.224646504521054E-5	2.1821102424843228E-5
UP_KEYWORDS	Phosphoprotein	70	66.66666666666666	1.5546255094002655E-8	GPI, COL18A1, TRIO, HILPDA, HBB, PLOD2, YBX3, MRC2, AKAP12, LGALS3, TRIM2, SPTAN1, TNS3, CA14, BNIP3L, CLUH, TPI1, DST, IGFBP5, IGFBP3, HBA2, HLA-A, HBA1, PGM2L1, VCAN, PKM, MELK, DKC1, DDIT4, NUPR1, SIDT2, KHDRBS3, CNP, EPAS1, CDCA8, SLC1A3, ATP1A2, FOXO3, SLC5A3, MYL12A, SLC7A2, RTN4, CAMKK2, LARS, SPP1, DNAJB9, NCAM1, PDLIM5, SLC16A1, PRRX1, IQSEC1, LAMB2, NTRK3, CAV1, PARVA, PRDX6, P2RX7, CENPF, SLC6A8, SCD, NOVA1, DLC1, KLF9, BCL3, CFAP36, NCAPD2, ANP32B, LRP10, SSBP2, FGFR3	103	8246	20581	1.6962269438080013	3.435716493083163E-6	3.435722375774587E-6	3.28025982483456E-6
GOTERM_BP_ALL	GO:0008219~cell death	33	31.428571428571427	3.9496060593065356E-8	GPI, COL18A1, TRIO, ARL6IP1, HBB, FOXO3, YBX3, LITAF, RTN4, LGALS3, ZMAT3, TRIM2, SOX4, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, HBA2, HBA1, VEGFA, P2RX7, PKM, MELK, DDAH2, DLC1, DDIT4, BCL3, NUPR1, ANP32B, ANGPTL4, FGFR3	100	1958	16792	2.830112359550562	1.2393096067309095E-4	4.131287938034636E-5	4.0522958168485055E-5
GOTERM_BP_ALL	GO:0042981~regulation of apoptotic process	26	24.761904761904763	3.708120301050678E-7	GPI, COL18A1, TRIO, ARL6IP1, FOXO3, YBX3, RTN4, LGALS3, ZMAT3, TRIM2, SOX4, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, VEGFA, P2RX7, MELK, DDAH2, DLC1, BCL3, NUPR1, ANP32B, ANGPTL4	100	1400	16792	3.1185142857142862	0.0011629316364294429	2.5201042930429133E-4	2.4719187425067203E-4
GOTERM_BP_ALL	GO:0043067~regulation of programmed cell death	26	24.761904761904763	4.4119238734203844E-7	GPI, COL18A1, TRIO, ARL6IP1, FOXO3, YBX3, RTN4, LGALS3, ZMAT3, TRIM2, SOX4, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, VEGFA, P2RX7, MELK, DDAH2, DLC1, BCL3, NUPR1, ANP32B, ANGPTL4	100	1413	16792	3.0898230714791226	0.001383504091308052	2.5201042930429133E-4	2.4719187425067203E-4
GOTERM_BP_ALL	GO:0012501~programmed cell death	30	28.57142857142857	5.358560790049522E-7	GPI, COL18A1, TRIO, ARL6IP1, FOXO3, YBX3, LITAF, RTN4, LGALS3, ZMAT3, TRIM2, SOX4, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, VEGFA, P2RX7, PKM, MELK, DDAH2, DLC1, DDIT4, BCL3, NUPR1, ANP32B, ANGPTL4, FGFR3	100	1852	16792	2.720086393088553	0.0016801038689451264	2.5201042930429133E-4	2.4719187425067203E-4
GOTERM_BP_ALL	GO:0006915~apoptotic process	29	27.61904761904762	5.621647562555894E-7	GPI, COL18A1, TRIO, ARL6IP1, FOXO3, YBX3, LITAF, RTN4, LGALS3, ZMAT3, TRIM2, SOX4, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, VEGFA, P2RX7, MELK, DDAH2, DLC1, DDIT4, BCL3, NUPR1, ANP32B, ANGPTL4, FGFR3	100	1747	16792	2.78745277618775	0.0017625184380148928	2.5201042930429133E-4	2.4719187425067203E-4
GOTERM_CC_ALL	GO:0044421~extracellular region part	44	41.904761904761905	1.125625135287294E-6	GPI, COL18A1, CNP, HILPDA, HBB, CDCA8, SLC1A3, ATP1A2, PLOD2, LTBP3, MYL12A, RTN4, LGALS3, FCGR3A, RPS15A, ALCAM, SPP1, DNAJB9, NCAM1, SH3BGRL3, SPTAN1, TXNDC5, SLC16A1, TPI1, DST, IGFBP5, LAMB2, IGFBP3, RNASET2, IGFBP2, HBA2, HBA1, HLA-A, PRDX6, VEGFA, OLFM1, RPS25, VCAN, PKM, DDAH2, BCL3, ZNF711, ANP32B, ANGPTL4	102	3878	18224	2.0271617672339697	4.0626835320478616E-4	4.063506738387131E-4	3.8608942140354183E-4
GOTERM_BP_ALL	GO:0015711~organic anion transport	12	11.428571428571429	3.975522924908887E-6	CA12, P2RX7, SLC16A1, ARL6IP1, SLC22A17, HBB, SLC1A3, HBA2, ATP1A2, HBA1, CA14, SLC7A2	100	331	16792	6.0877341389728095	0.012397722813852208	0.0015593988672955108	0.0015295824453586942
