Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0010941~regulation of cell death	27	25.71428571428571	2.62861532862921E-7	GPI, TRIO, ARL6IP1, HBB, FOXO3, HIF1A, YBX3, EGFR, RTN4, ZMAT3, TRIM2, SOX4, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, HBA2, HBA1, VEGFA, MELK, DDAH2, DLC1, BCL3, NUPR1, ANP32B	98	1509	16792	3.0658497991641984	8.452682217762186E-4	8.455525385067987E-4	8.061267129624965E-4
UP_KEYWORDS	Phosphoprotein	67	63.8095238095238	4.132474953080504E-7	GPI, TRIO, HILPDA, HBB, PLOD2, YBX3, MRC2, TRIM2, SPTAN1, PRKACB, TNS3, CA14, TMPO, BNIP3L, CLUH, TPI1, IGFBP5, IGFBP3, HBA2, HLA-A, HBA1, POU3F2, PGM2L1, GAP43, MELK, DKC1, NUPR1, SIDT2, KHDRBS3, FAM114A1, CNP, EPAS1, SLC1A3, ATP1A2, FOXO3, HIF1A, SLC5A3, MYL12A, SLC7A2, EGFR, RTN4, CAMKK2, LARS, SPP1, NCAM1, PDLIM5, SLC16A1, PRRX1, IQSEC1, LAMB2, NTRK3, CAV1, PRDX6, DCBLD2, SLC6A8, NFIB, SCD, NOVA1, DLC1, KIF26B, KLF9, BCL3, CFAP36, NCAPD2, ANP32B, SSBP2, FGFR3	103	8246	20581	1.623531503359087	8.512537825788868E-5	8.512898403345838E-5	8.264949906161009E-5
GOTERM_BP_ALL	GO:0048667~cell morphogenesis involved in neuron differentiation	15	14.285714285714285	9.492863447623012E-7	CNP, LAMB2, NTRK3, SLC1A3, RTN4, VEGFA, OLFM1, GAP43, ALCAM, NFIB, KIF26B, SPP1, NCAM1, PDLIM5, SPTAN1	98	496	16792	5.181863067807768	0.0030491973465937017	8.455525385067987E-4	8.061267129624965E-4
GOTERM_BP_ALL	GO:0008219~cell death	30	28.57142857142857	1.066210082572269E-6	GPI, TRIO, ARL6IP1, HBB, FOXO3, HIF1A, YBX3, LITAF, EGFR, RTN4, ZMAT3, PCBP4, TRIM2, SOX4, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, HBA2, HBA1, VEGFA, MELK, DDAH2, DLC1, BCL3, NUPR1, ANP32B, FGFR3	98	1958	16792	2.625336140584937	0.0034241239351225916	8.455525385067987E-4	8.061267129624965E-4
GOTERM_BP_ALL	GO:0000904~cell morphogenesis involved in differentiation	18	17.142857142857142	1.3057563001299837E-6	CNP, LAMB2, NTRK3, SLC1A3, POU3F2, HIF1A, RTN4, VEGFA, OLFM1, GAP43, ALCAM, HEY1, NFIB, KIF26B, SPP1, NCAM1, PDLIM5, SPTAN1	98	753	16792	4.0959427595739495	0.00419181049299755	8.455525385067987E-4	8.061267129624965E-4
GOTERM_BP_ALL	GO:0040007~growth	20	19.047619047619047	1.3141941848100694E-6	IGFBP5, LAMB2, NTRK3, IGFBP3, FOXO3, POU3F2, HIF1A, YBX3, EGFR, RTN4, DCBLD2, VEGFA, OLFM1, GAP43, ALCAM, KIF26B, SPP1, NUPR1, PDLIM5, FGFR3	98	932	16792	3.6769729350967855	0.004218841051361166	8.455525385067987E-4	8.061267129624965E-4
GOTERM_BP_ALL	GO:0010942~positive regulation of cell death	16	15.238095238095239	1.970090054192223E-6	BNIP3L, EGLN3, TRIO, NTRK3, CAV1, IGFBP3, HBB, HBA2, HBA1, FOXO3, MELK, ZMAT3, DLC1, NUPR1, ANP32B, SOX4	98	607	16792	4.516558517970614	0.006317744543751336	0.0010562966173893967	0.0010070443660345912
GOTERM_BP_ALL	GO:0048812~neuron projection morphogenesis	15	14.285714285714285	2.747193105001223E-6	CNP, LAMB2, NTRK3, EGFR, RTN4, VEGFA, OLFM1, GAP43, ALCAM, NFIB, KIF26B, SPP1, NCAM1, PDLIM5, SPTAN1	98	543	16792	4.733340850152215	0.008798794393855447	0.0012625314598269906	0.001203663036148393
GOTERM_BP_ALL	GO:0042981~regulation of apoptotic process	24	22.857142857142858	3.4685063455207414E-6	GPI, BNIP3L, EGLN3, TRIO, ARL6IP1, NTRK3, CAV1, IGFBP3, FOXO3, HIF1A, YBX3, EGFR, RTN4, VEGFA, MELK, ZMAT3, DDAH2, TRIM2, DLC1, BCL3, NUPR1, ANP32B, SOX4, TXNDC5	98	1400	16792	2.937376093294461	0.011096182401887367	0.0012812993034472355	0.001221555786034402
GOTERM_BP_ALL	GO:0043067~regulation of programmed cell death	24	22.857142857142858	4.051439176497514E-6	GPI, BNIP3L, EGLN3, TRIO, ARL6IP1, NTRK3, CAV1, IGFBP3, FOXO3, HIF1A, YBX3, EGFR, RTN4, VEGFA, MELK, ZMAT3, DDAH2, TRIM2, DLC1, BCL3, NUPR1, ANP32B, SOX4, TXNDC5	98	1413	16792	2.9103514017071794	0.012948937896629875	0.0012812993034472355	0.001221555786034402
GOTERM_BP_ALL	GO:0006915~apoptotic process	27	25.71428571428571	4.24173730831817E-6	GPI, TRIO, ARL6IP1, FOXO3, HIF1A, YBX3, LITAF, EGFR, RTN4, ZMAT3, PCBP4, TRIM2, SOX4, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, VEGFA, MELK, DDAH2, DLC1, BCL3, NUPR1, ANP32B, FGFR3	98	1747	16792	2.6481782180531055	0.013553017368719944	0.0012812993034472355	0.001221555786034402
GOTERM_BP_ALL	GO:0007409~axonogenesis	13	12.380952380952381	4.514189877856057E-6	CNP, LAMB2, NTRK3, RTN4, VEGFA, OLFM1, GAP43, ALCAM, NFIB, KIF26B, SPP1, NCAM1, SPTAN1	98	413	16792	5.393487176953106	0.014417243327519813	0.0012812993034472355	0.001221555786034402
GOTERM_BP_ALL	GO:0032989~cellular component morphogenesis	23	21.904761904761905	4.779481393026679E-6	CNP, LAMB2, NTRK3, SLC1A3, POU3F2, HIF1A, MYL12A, EGFR, RTN4, VEGFA, OLFM1, GAP43, ALCAM, HEY1, NFIB, KIF26B, DLC1, SPP1, CD9, NCAM1, PDLIM5, SPTAN1, SIDT2	98	1321	16792	2.9833305010119116	0.01525802691458833	0.0012812993034472355	0.001221555786034402
GOTERM_BP_ALL	GO:0072593~reactive oxygen species metabolic process	10	9.523809523809524	5.472764644629919E-6	DDAH2, CAV1, HBB, HBA2, HBA1, FOXO3, HIF1A, PRDX6, EGFR, SLC7A2	98	222	16792	7.718330575473433	0.017451853175830534	0.0013542987585980345	0.0012911514742369203
GOTERM_BP_ALL	GO:0009653~anatomical structure morphogenesis	34	32.38095238095238	6.185860761591729E-6	GPI, CNP, INSIG2, EPAS1, SLC1A3, FOXO3, HIF1A, MYL12A, EGFR, RTN4, ALCAM, HEY1, SPP1, NCAM1, PDLIM5, SPTAN1, PRKACB, SOX4, PRRX1, IGFBP5, LAMB2, CAV1, NTRK3, POU3F2, VEGFA, OLFM1, GAP43, NFIB, DLC1, KIF26B, BCL3, CD9, FGFR3, SIDT2	98	2631	16792	2.2142895926899833	0.019703278024570503	0.0013649777256281458	0.0013013325099476291
GOTERM_BP_ALL	GO:0000902~cell morphogenesis	22	20.952380952380953	6.364521568051659E-6	CNP, LAMB2, NTRK3, SLC1A3, POU3F2, HIF1A, MYL12A, EGFR, RTN4, VEGFA, OLFM1, GAP43, ALCAM, HEY1, NFIB, KIF26B, DLC1, SPP1, NCAM1, PDLIM5, SPTAN1, SIDT2	98	1240	16792	3.040026333113891	0.020266546993412793	0.0013649777256281458	0.0013013325099476291
GOTERM_BP_ALL	GO:0061564~axon development	13	12.380952380952381	9.612290571798831E-6	CNP, LAMB2, NTRK3, RTN4, VEGFA, OLFM1, GAP43, ALCAM, NFIB, KIF26B, SPP1, NCAM1, SPTAN1	98	445	16792	5.005640908048613	0.03044966524944015	0.0018345845454547862	0.0017490428352222036
GOTERM_BP_ALL	GO:0010001~glial cell differentiation	9	8.571428571428571	9.96391580225362E-6	GAP43, CNP, LAMB2, NFIB, NTRK3, CD9, POU3F2, SOX4, EGFR	98	181	16792	8.520013530273989	0.03154579026862647	0.0018345845454547862	0.0017490428352222036
GOTERM_BP_ALL	GO:0042063~gliogenesis	10	9.523809523809524	1.0265005227909901E-5	GAP43, CNP, LAMB2, NFIB, NTRK3, CD9, POU3F2, SOX4, EGFR, RTN4	98	240	16792	7.139455782312925	0.03248339487696672	0.0018345845454547862	0.0017490428352222036
GOTERM_BP_ALL	GO:0012501~programmed cell death	27	25.71428571428571	1.2220592161729812E-5	GPI, TRIO, ARL6IP1, FOXO3, HIF1A, YBX3, LITAF, EGFR, RTN4, ZMAT3, PCBP4, TRIM2, SOX4, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, VEGFA, MELK, DDAH2, DLC1, BCL3, NUPR1, ANP32B, FGFR3	98	1852	16792	2.4980385242649974	0.03855112279877326	0.0020691392096992005	0.0019726608505276494
GOTERM_BP_ALL	GO:0009888~tissue development	26	24.761904761904763	1.4879580329304119E-5	GPI, HIF1A, YBX3, EGFR, RTN4, HEY1, SPP1, PDLIM5, PRKACB, SOX4, PRRX1, IGFBP5, LAMB2, CAV1, NTRK3, ARRDC3, POU3F2, VEGFA, OLFM1, GAP43, NFIB, DLC1, KIF26B, NUPR1, FGFR3, SIDT2	98	1756	16792	2.5370275672911538	0.0467403585933579	0.0023933804959685675	0.0022817836434987867
GOTERM_BP_ALL	GO:0031175~neuron projection development	17	16.19047619047619	1.6725439009176302E-5	CNP, PRRX1, LAMB2, NTRK3, POU3F2, EGFR, RTN4, VEGFA, OLFM1, GAP43, ALCAM, NFIB, KIF26B, SPP1, NCAM1, PDLIM5, SPTAN1	98	817	16792	3.565358579172183	0.05238425129009905	0.002562177966310484	0.002442710544816367
GOTERM_BP_ALL	GO:0030182~neuron differentiation	21	20.0	1.9102620915639997E-5	CNP, PRRX1, LAMB2, NTRK3, SLC1A3, FOXO3, POU3F2, HIF1A, EGFR, RTN4, VEGFA, OLFM1, GAP43, ALCAM, NFIB, KIF26B, SPP1, NCAM1, PDLIM5, SPTAN1, SOX4	98	1226	16792	2.9349801910976456	0.05960353226255166	0.002793324158436994	0.002663079015830358
UP_KEYWORDS	Hereditary hemolytic anemia	5	4.761904761904762	2.0833220404531423E-5	GPI, TPI1, HBB, HBA2, HBA1	103	33	20581	30.275080906148865	0.004282491975280078	0.0021458217016667364	0.0020833220404531424
