Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Phosphoprotein	70	66.66666666666666	8.26259244244424E-9	GPI, TRIO, HILPDA, GMNN, HBB, PLOD2, SLC2A3, YBX3, MRC2, TRIM2, NAMPT, SPTAN1, PRKACB, TNS3, CA14, TMPO, BNIP3L, CLUH, TPI1, IGFBP5, IGFBP3, MYOF, ETV1, HBA2, HLA-A, HBA1, POU3F2, PGM2L1, MELK, DKC1, NUPR1, SIDT2, KHDRBS3, FAM114A1, CNP, EPAS1, SLC1A3, ATP1A2, FOXO3, SLC5A3, MYL12A, SLC7A2, EGFR, RTN4, CAMKK2, LARS, SPP1, NCAM1, PDLIM5, SLC16A1, PRRX1, IQSEC1, LAMB2, NTRK3, CAV1, PARVA, PRDX6, DCBLD2, SLC6A8, NFIB, SCD, NOVA1, DLC1, KIF26B, KLF9, BCL3, CFAP36, NCAPD2, ANP32B, SSBP2	102	8246	20581	1.7128566197276873	1.6855674335181092E-6	1.6855688582586251E-6	1.6442558960464038E-6
GOTERM_BP_ALL	GO:0048667~cell morphogenesis involved in neuron differentiation	15	14.285714285714285	8.344942721410289E-7	CNP, LAMB2, NTRK3, SLC1A3, ETV1, RTN4, VEGFA, OLFM1, ALCAM, NFIB, KIF26B, SPP1, NCAM1, PDLIM5, SPTAN1	97	496	16792	5.235284336548054	0.002506179598275704	0.0016885319220947778	0.001651470696002907
GOTERM_BP_ALL	GO:0000904~cell morphogenesis involved in differentiation	18	17.142857142857142	1.1230674573294165E-6	CNP, LAMB2, NTRK3, SLC1A3, ETV1, PARVA, POU3F2, RTN4, VEGFA, OLFM1, ALCAM, HEY1, NFIB, KIF26B, SPP1, NCAM1, PDLIM5, SPTAN1	97	753	16792	4.138168973590175	0.0033713698677074744	0.0016885319220947778	0.001651470696002907
GOTERM_BP_ALL	GO:0048812~neuron projection morphogenesis	15	14.285714285714285	2.4213501506889516E-6	CNP, LAMB2, NTRK3, ETV1, EGFR, RTN4, VEGFA, OLFM1, ALCAM, NFIB, KIF26B, SPP1, NCAM1, PDLIM5, SPTAN1	97	543	16792	4.782138178504301	0.007254566388696926	0.001737278569048739	0.0016991474132265854
GOTERM_BP_ALL	GO:0010941~regulation of cell death	25	23.809523809523807	2.9114000593275986E-6	GPI, TRIO, ARL6IP1, HBB, FOXO3, YBX3, EGFR, RTN4, ZMAT3, TRIM2, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, HBA2, HBA1, VEGFA, MELK, DDAH2, DLC1, BCL3, NUPR1, ANP32B	97	1509	16792	2.8680152760413464	0.00871638286094567	0.001737278569048739	0.0016991474132265854
GOTERM_BP_ALL	GO:0015711~organic anion transport	12	11.428571428571429	2.931362059802549E-6	CA12, SLC16A1, ARL6IP1, SLC22A17, HBB, SLC1A3, HBA2, SLC2A3, ATP1A2, HBA1, CA14, SLC7A2	97	331	16792	6.2760145762606285	0.00877588377683114	0.001737278569048739	0.0016991474132265854
GOTERM_CC_ALL	GO:1903561~extracellular vesicle	35	33.33333333333333	3.6113706698066994E-6	GPI, PCOLCE2, CNP, HBB, ATP1A2, PLOD2, SLC2A3, LTBP3, MYL12A, RTN4, FCGR3A, EFEMP2, ALCAM, NAMPT, SPP1, NCAM1, SH3BGRL3, SPTAN1, PRKACB, TXNDC5, SLC16A1, TPI1, LAMB2, IGFBP3, RNASET2, MYOF, HBA2, HBA1, HLA-A, PRDX6, RPS25, DDAH2, CD9, ZNF711, ANP32B	101	2825	18224	2.2354858494699026	0.0012703971326575303	6.407174562018656E-4	6.061332753273331E-4
GOTERM_CC_ALL	GO:0043230~extracellular organelle	35	33.33333333333333	3.640440092056055E-6	GPI, PCOLCE2, CNP, HBB, ATP1A2, PLOD2, SLC2A3, LTBP3, MYL12A, RTN4, FCGR3A, EFEMP2, ALCAM, NAMPT, SPP1, NCAM1, SH3BGRL3, SPTAN1, PRKACB, TXNDC5, SLC16A1, TPI1, LAMB2, IGFBP3, RNASET2, MYOF, HBA2, HBA1, HLA-A, PRDX6, RPS25, DDAH2, CD9, ZNF711, ANP32B	101	2826	18224	2.234694807060324	0.0012806165547845083	6.407174562018656E-4	6.061332753273331E-4
GOTERM_BP_ALL	GO:0032989~cellular component morphogenesis	23	21.904761904761905	3.98791422571626E-6	CNP, LAMB2, NTRK3, SLC1A3, ETV1, PARVA, POU3F2, MYL12A, EGFR, RTN4, VEGFA, OLFM1, ALCAM, HEY1, NFIB, KIF26B, DLC1, SPP1, CD9, NCAM1, PDLIM5, SPTAN1, SIDT2	97	1321	16792	3.0140864855584257	0.011920068311223386	0.001737278569048739	0.0016991474132265854
GOTERM_BP_ALL	GO:0007409~axonogenesis	13	12.380952380952381	4.04421349628905E-6	CNP, LAMB2, NTRK3, ETV1, RTN4, VEGFA, OLFM1, ALCAM, NFIB, KIF26B, SPP1, NCAM1, SPTAN1	97	413	16792	5.44909013754025	0.012087328760171379	0.001737278569048739	0.0016991474132265854
