Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Phosphoprotein	68	64.76190476190476	8.13733284707749E-8	GPI, TRIO, HILPDA, GMNN, HBB, PLOD2, YBX3, MRC2, TRIM2, SPTAN1, PRKACB, TNS3, CA14, BNIP3L, CLUH, TPI1, IGFBP5, IGFBP3, H2AFX, HBA2, HLA-A, HBA1, POU3F2, PGM2L1, GAP43, MELK, DKC1, NUPR1, SIDT2, KHDRBS3, FAM114A1, CNP, EPAS1, SLC1A3, ATP1A2, FOXO3, SLC5A3, MYL12A, SLC7A2, EGFR, RTN4, CAMKK2, LARS, SPP1, NCAM1, PDLIM5, SLC16A1, PRRX1, IQSEC1, LAMB2, NTRK3, CAV1, PRDX6, DCBLD2, SLC6A8, NFIB, SCD, NOVA1, DLC1, KIF26B, KLF9, BCL3, CFAP36, NCAPD2, ANP32B, SSBP2, FGFR3, PHF19	102	8246	20581	1.6639178591640391	1.684413782487848E-5	1.6844278993450406E-5	1.627466569415498E-5
GOTERM_BP_ALL	GO:0048667~cell morphogenesis involved in neuron differentiation	15	14.285714285714285	7.322965951770447E-7	CNP, LAMB2, NTRK3, SLC1A3, RTN4, VEGFA, OLFM1, GAP43, ALCAM, NFIB, KIF26B, SPP1, NCAM1, PDLIM5, SPTAN1	96	496	16792	5.289818548387097	0.0022076315225321164	0.002210071124244321	0.0021456290238687408
GOTERM_BP_ALL	GO:0048812~neuron projection morphogenesis	15	14.285714285714285	2.130413662941402E-6	CNP, LAMB2, NTRK3, EGFR, RTN4, VEGFA, OLFM1, GAP43, ALCAM, NFIB, KIF26B, SPP1, NCAM1, PDLIM5, SPTAN1	96	543	16792	4.83195211786372	0.006408969664277286	0.0022996801560229195	0.0022326252011753323
GOTERM_BP_ALL	GO:0010941~regulation of cell death	25	23.809523809523807	2.384288762311769E-6	GPI, TRIO, ARL6IP1, HBB, FOXO3, YBX3, EGFR, RTN4, ZMAT3, TRIM2, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, HBA2, HBA1, VEGFA, MELK, DDAH2, DLC1, BCL3, NUPR1, ANP32B	96	1509	16792	2.8978904351667776	0.0071699643388235534	0.0022996801560229195	0.0022326252011753323
GOTERM_BP_ALL	GO:0007409~axonogenesis	13	12.380952380952381	3.6178482499530107E-6	CNP, LAMB2, NTRK3, RTN4, VEGFA, OLFM1, GAP43, ALCAM, NFIB, KIF26B, SPP1, NCAM1, SPTAN1	96	413	16792	5.5058514931396285	0.010859293279250726	0.0022996801560229195	0.0022326252011753323
GOTERM_BP_ALL	GO:0040007~growth	19	18.095238095238095	4.086873785487658E-6	IGFBP5, LAMB2, NTRK3, IGFBP3, FOXO3, POU3F2, YBX3, EGFR, RTN4, DCBLD2, VEGFA, OLFM1, GAP43, ALCAM, KIF26B, SPP1, NUPR1, PDLIM5, FGFR3	96	932	16792	3.5658977110157366	0.012258455694686643	0.0022996801560229195	0.0022326252011753323
GOTERM_BP_ALL	GO:0000904~cell morphogenesis involved in differentiation	17	16.19047619047619	4.5719287396081895E-6	CNP, LAMB2, NTRK3, SLC1A3, POU3F2, RTN4, VEGFA, OLFM1, GAP43, ALCAM, HEY1, NFIB, KIF26B, SPP1, NCAM1, PDLIM5, SPTAN1	96	753	16792	3.948981850376273	0.013703354850271188	0.0022996801560229195	0.0022326252011753323
GOTERM_BP_ALL	GO:0008219~cell death	28	26.666666666666668	7.158842598855149E-6	GPI, TRIO, ARL6IP1, HBB, FOXO3, YBX3, LITAF, EGFR, RTN4, ZMAT3, PCBP4, TRIM2, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, HBA2, HBA1, VEGFA, MELK, DDAH2, DLC1, BCL3, NUPR1, ANP32B, FGFR3	96	1958	16792	2.5013619339462037	0.021373738105665563	0.0025923933568192488	0.002516803358343406
GOTERM_BP_ALL	GO:0010942~positive regulation of cell death	15	14.285714285714285	7.689945035424719E-6	BNIP3L, EGLN3, TRIO, NTRK3, CAV1, IGFBP3, HBB, HBA2, HBA1, FOXO3, MELK, ZMAT3, DLC1, NUPR1, ANP32B	96	607	16792	4.322487644151565	0.02294110116028869	0.0025923933568192488	0.002516803358343406
GOTERM_BP_ALL	GO:0061564~axon development	13	12.380952380952381	7.730795298665752E-6	CNP, LAMB2, NTRK3, RTN4, VEGFA, OLFM1, GAP43, ALCAM, NFIB, KIF26B, SPP1, NCAM1, SPTAN1	96	445	16792	5.109925093632959	0.023061552439697097	0.0025923933568192488	0.002516803358343406
