Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0010941~regulation of cell death	27	25.71428571428571	2.62861532862921E-7	GPI, TRIO, ARL6IP1, HBB, FOXO3, HIF1A, YBX3, EGFR, RTN4, ZMAT3, TRIM2, SOX4, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, HBA2, HBA1, VEGFA, MELK, DDAH2, DLC1, BCL3, NUPR1, ANP32B	98	1509	16792	3.0658497991641984	8.373890093423819E-4	8.377397052341293E-4	8.01990536764772E-4
UP_KEYWORDS	Phosphoprotein	67	63.8095238095238	4.132474953080504E-7	GPI, TRIO, HILPDA, HBB, PLOD2, SLC2A3, YBX3, MRC2, TRIM2, SPTAN1, PRKACB, TNS3, CA14, TMPO, BNIP3L, TPI1, IGFBP5, IGFBP3, HBA2, HLA-A, HBA1, POU3F2, PGM2L1, GAP43, MELK, DKC1, NUPR1, SIDT2, KHDRBS3, FAM114A1, AHNAK, CNP, EPAS1, SLC1A3, ATP1A2, FOXO3, HIF1A, SLC5A3, MYL12A, SLC7A2, EGFR, RTN4, CAMKK2, LARS, SPP1, NCAM1, PDLIM5, SLC16A1, PRRX1, IQSEC1, LAMB2, NTRK3, CAV1, PRDX6, DCBLD2, SLC6A8, SCD, NOVA1, DLC1, KIF26B, KLF9, BCL3, CFAP36, NCAPD2, ANP32B, SSBP2, FGFR3	103	8246	20581	1.623531503359087	8.512537825788868E-5	8.512898403345838E-5	8.223625156630203E-5
GOTERM_BP_ALL	GO:0008219~cell death	30	28.57142857142857	1.066210082572269E-6	GPI, TRIO, ARL6IP1, HBB, FOXO3, HIF1A, YBX3, LITAF, EGFR, RTN4, ZMAT3, PCBP4, TRIM2, SOX4, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, HBA2, HBA1, VEGFA, MELK, DDAH2, DLC1, BCL3, NUPR1, ANP32B, FGFR3	98	1958	16792	2.625336140584937	0.0033922466308999866	0.0013961122889965636	0.0013365354859518406
GOTERM_BP_ALL	GO:0040007~growth	20	19.047619047619047	1.3141941848100694E-6	IGFBP5, LAMB2, NTRK3, IGFBP3, FOXO3, POU3F2, HIF1A, YBX3, EGFR, RTN4, DCBLD2, VEGFA, OLFM1, GAP43, ALCAM, KIF26B, SPP1, NUPR1, PDLIM5, FGFR3	98	932	16792	3.6769729350967855	0.004179580757380674	0.0013961122889965636	0.0013365354859518406
GOTERM_BP_ALL	GO:0010942~positive regulation of cell death	16	15.238095238095239	1.970090054192223E-6	BNIP3L, EGLN3, TRIO, NTRK3, CAV1, IGFBP3, HBB, HBA2, HBA1, FOXO3, MELK, ZMAT3, DLC1, NUPR1, ANP32B, SOX4	98	607	16792	4.516558517970614	0.00625901344447688	0.0015696692506776534	0.001502686188835118
GOTERM_BP_ALL	GO:0015711~organic anion transport	12	11.428571428571429	3.2489225501437984E-6	CA12, SLC16A1, ARL6IP1, SLC22A17, HBB, SLC1A3, HBA2, SLC2A3, ATP1A2, HBA1, CA14, SLC7A2	98	331	16792	6.211973611196744	0.01030091142213796	0.001689802100201251	0.0016176925659598421
GOTERM_BP_ALL	GO:0042981~regulation of apoptotic process	24	22.857142857142858	3.4685063455207414E-6	GPI, BNIP3L, EGLN3, TRIO, ARL6IP1, NTRK3, CAV1, IGFBP3, FOXO3, HIF1A, YBX3, EGFR, RTN4, VEGFA, MELK, ZMAT3, DDAH2, TRIM2, DLC1, BCL3, NUPR1, ANP32B, SOX4, TXNDC5	98	1400	16792	2.937376093294461	0.01099327629456559	0.001689802100201251	0.0016176925659598421
GOTERM_BP_ALL	GO:0043067~regulation of programmed cell death	24	22.857142857142858	4.051439176497514E-6	GPI, BNIP3L, EGLN3, TRIO, ARL6IP1, NTRK3, CAV1, IGFBP3, FOXO3, HIF1A, YBX3, EGFR, RTN4, VEGFA, MELK, ZMAT3, DDAH2, TRIM2, DLC1, BCL3, NUPR1, ANP32B, SOX4, TXNDC5	98	1413	16792	2.9103514017071794	0.012828961042288256	0.001689802100201251	0.0016176925659598421
GOTERM_BP_ALL	GO:0006915~apoptotic process	27	25.71428571428571	4.24173730831817E-6	GPI, TRIO, ARL6IP1, FOXO3, HIF1A, YBX3, LITAF, EGFR, RTN4, ZMAT3, PCBP4, TRIM2, SOX4, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, VEGFA, MELK, DDAH2, DLC1, BCL3, NUPR1, ANP32B, FGFR3	98	1747	16792	2.6481782180531055	0.013427481646234862	0.001689802100201251	0.0016176925659598421
GOTERM_BP_ALL	GO:0048667~cell morphogenesis involved in neuron differentiation	14	13.333333333333334	5.398882514432974E-6	CNP, LAMB2, NTRK3, SLC1A3, RTN4, VEGFA, OLFM1, GAP43, ALCAM, KIF26B, SPP1, NCAM1, PDLIM5, SPTAN1	98	496	16792	4.836405529953916	0.017059102263798254	0.0017441700922435552	0.0016697404930765885
GOTERM_BP_ALL	GO:0072593~reactive oxygen species metabolic process	10	9.523809523809524	5.472764644629919E-6	DDAH2, CAV1, HBB, HBA2, HBA1, FOXO3, HIF1A, PRDX6, EGFR, SLC7A2	98	222	16792	7.718330575473433	0.017290521848016605	0.0017441700922435552	0.0016697404930765885
GOTERM_BP_ALL	GO:0000904~cell morphogenesis involved in differentiation	17	16.19047619047619	6.043122170660859E-6	CNP, LAMB2, NTRK3, SLC1A3, POU3F2, HIF1A, RTN4, VEGFA, OLFM1, GAP43, ALCAM, HEY1, KIF26B, SPP1, NCAM1, PDLIM5, SPTAN1	98	753	16792	3.868390384042063	0.01907520953821662	0.001750857305263287	0.0016761423402442074
GOTERM_BP_ALL	GO:0012501~programmed cell death	27	25.71428571428571	1.2220592161729812E-5	GPI, TRIO, ARL6IP1, FOXO3, HIF1A, YBX3, LITAF, EGFR, RTN4, ZMAT3, PCBP4, TRIM2, SOX4, TXNDC5, BNIP3L, EGLN3, CAV1, IGFBP3, NTRK3, VEGFA, MELK, DDAH2, DLC1, BCL3, NUPR1, ANP32B, FGFR3	98	1852	16792	2.4980385242649974	0.038198571784414104	0.0032455856016194093	0.0031070855571198046
GOTERM_BP_ALL	GO:0048812~neuron projection morphogenesis	14	13.333333333333334	1.422416948021561E-5	CNP, LAMB2, NTRK3, EGFR, RTN4, VEGFA, OLFM1, GAP43, ALCAM, KIF26B, SPP1, NCAM1, PDLIM5, SPTAN1	98	543	16792	4.417784793475401	0.04432057393020994	0.003487109856419011	0.003338303160318294
UP_KEYWORDS	Hereditary hemolytic anemia	5	4.761904761904762	2.0833220404531423E-5	GPI, TPI1, HBB, HBA2, HBA1	103	33	20581	30.275080906148865	0.004282491975280078	0.0021458217016667364	0.0020729054302508765
GOTERM_BP_ALL	GO:0040008~regulation of growth	15	14.285714285714285	2.1900958991327003E-5	IGFBP5, NTRK3, IGFBP3, POU3F2, HIF1A, YBX3, EGFR, RTN4, DCBLD2, VEGFA, OLFM1, GAP43, ZMAT3, SPP1, FGFR3	98	652	16792	3.942030800050081	0.06741886260868513	0.004782625450171749	0.004578534750070288
GOTERM_BP_ALL	GO:0000902~cell morphogenesis	21	20.0	2.25100036876612E-5	CNP, LAMB2, NTRK3, SLC1A3, POU3F2, HIF1A, MYL12A, EGFR, RTN4, VEGFA, OLFM1, GAP43, ALCAM, HEY1, KIF26B, DLC1, SPP1, NCAM1, PDLIM5, SPTAN1, SIDT2	98	1240	16792	2.90184331797235	0.06922731079566602	0.004782625450171749	0.004578534750070288
GOTERM_BP_ALL	GO:0007409~axonogenesis	12	11.428571428571429	2.599996248912711E-5	OLFM1, GAP43, ALCAM, CNP, LAMB2, NTRK3, KIF26B, SPP1, NCAM1, SPTAN1, RTN4, VEGFA	98	413	16792	4.978603547956713	0.07952271707541758	0.005178867528303007	0.004957867847145426
GOTERM_BP_ALL	GO:0048589~developmental growth	14	13.333333333333334	2.995916901491649E-5	LAMB2, NTRK3, FOXO3, POU3F2, YBX3, RTN4, VEGFA, OLFM1, GAP43, ALCAM, KIF26B, SPP1, PDLIM5, FGFR3	98	583	16792	4.114677775055133	0.09106464316645158	0.0056164630382669915	0.005376789686147659
GOTERM_CC_ALL	GO:1903561~extracellular vesicle	33	31.428571428571427	3.5073607027041406E-5	GPI, PCOLCE2, AHNAK, CNP, HBB, ATP1A2, PLOD2, SLC2A3, LTBP3, MYL12A, RTN4, FCGR3A, EFEMP2, ALCAM, SPP1, NCAM1, SH3BGRL3, SPTAN1, PRKACB, TXNDC5, SLC16A1, TPI1, LAMB2, IGFBP3, RNASET2, HBA2, HBA1, HLA-A, PRDX6, RPS25, DDAH2, ZNF711, ANP32B	102	2825	18224	2.0870796460176995	0.012755120339771553	0.004481291041508288	0.0042731436434054445
GOTERM_CC_ALL	GO:0043230~extracellular organelle	33	31.428571428571427	3.532488183163487E-5	GPI, PCOLCE2, AHNAK, CNP, HBB, ATP1A2, PLOD2, SLC2A3, LTBP3, MYL12A, RTN4, FCGR3A, EFEMP2, ALCAM, SPP1, NCAM1, SH3BGRL3, SPTAN1, PRKACB, TXNDC5, SLC16A1, TPI1, LAMB2, IGFBP3, RNASET2, HBA2, HBA1, HLA-A, PRDX6, RPS25, DDAH2, ZNF711, ANP32B	102	2826	18224	2.086341118188252	0.012845912894315359	0.004481291041508288	0.0042731436434054445
GOTERM_BP_ALL	GO:0009888~tissue development	25	23.809523809523807	4.5112837023220386E-5	GPI, HIF1A, YBX3, EGFR, RTN4, HEY1, SPP1, PDLIM5, PRKACB, SOX4, PRRX1, IGFBP5, LAMB2, CAV1, NTRK3, ARRDC3, POU3F2, VEGFA, OLFM1, GAP43, DLC1, KIF26B, NUPR1, FGFR3, SIDT2	98	1756	16792	2.4394495839338015	0.1339198777072893	0.007886298336888545	0.007549763484733903
GOTERM_BP_ALL	GO:0009653~anatomical structure morphogenesis	32	30.476190476190478	4.701589846278079E-5	GPI, CNP, INSIG2, EPAS1, SLC1A3, FOXO3, HIF1A, MYL12A, EGFR, RTN4, ALCAM, HEY1, SPP1, NCAM1, PDLIM5, SPTAN1, PRKACB, SOX4, PRRX1, IGFBP5, LAMB2, CAV1, NTRK3, POU3F2, VEGFA, OLFM1, GAP43, DLC1, KIF26B, BCL3, FGFR3, SIDT2	98	2631	16792	2.0840372637082196	0.13915704617904168	0.007886298336888545	0.007549763484733903
GOTERM_BP_ALL	GO:0061564~axon development	12	11.428571428571429	5.126630051524182E-5	OLFM1, GAP43, ALCAM, CNP, LAMB2, NTRK3, KIF26B, SPP1, NCAM1, SPTAN1, RTN4, VEGFA	98	445	16792	4.620591607429489	0.1507399924078181	0.008169284987103785	0.00782067414360014
GOTERM_CC_ALL	GO:0044421~extracellular region part	40	38.095238095238095	5.258920091419542E-5	GPI, PCOLCE2, AHNAK, CNP, HILPDA, HBB, SLC1A3, ATP1A2, PLOD2, SLC2A3, LTBP3, MYL12A, EGFR, RTN4, FCGR3A, EFEMP2, ALCAM, SPP1, NCAM1, SH3BGRL3, SPTAN1, PRKACB, TXNDC5, SLC16A1, TPI1, IGFBP5, LAMB2, IGFBP3, RNASET2, HBA2, HBA1, HLA-A, PRDX6, VEGFA, OLFM1, RPS25, DDAH2, BCL3, ZNF711, ANP32B	102	3878	18224	1.8428743338490632	0.019064090800441802	0.004481291041508288	0.0042731436434054445
GOTERM_BP_ALL	GO:0032989~cellular component morphogenesis	21	20.0	5.535812083159295E-5	CNP, LAMB2, NTRK3, SLC1A3, POU3F2, HIF1A, MYL12A, EGFR, RTN4, VEGFA, OLFM1, GAP43, ALCAM, HEY1, KIF26B, DLC1, SPP1, NCAM1, PDLIM5, SPTAN1, SIDT2	98	1321	16792	2.723910457445658	0.16174356301139392	0.008401253861442226	0.008042744126532862
